Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN
 Classical ,elham59,sepehr-hn,0-1,2016.06.30,22:00:29,1789,1686,-15,14,C42,Russian Game: Urusov Gambit,1800+1,Normal,1. e4 { [%eval 0.16] } 1... e5 { [%eval 0.2] } 2. Nf3 { [%eval 0.34] } 2... Nf6 { [%eval 0.34] } 3. Bc4 { [%eval 0.06] } 3... d5 { [%eval 0.36] } 4. exd5 { [%eval 0.3] } 4... Nxd5?! { [%eval 0.83] } 5. Bxd5?! { [%eval 0.33] } 5... Qxd5 { [%eval 0.26] } 6. Nc3 { [%eval 0.26] } 6... Qd6 { [%eval 0.19] } 7. O-O { [%eval 0.04] } 7... Qg6? { [%eval 2.3] } 8. Nxe5 { [%eval 1.58] } 8... Qb6? { [%eval 2.65] } 9. Re1 { [%eval 2.86] } 9... Be7? { [%eval 5.59] } 10. Nc4?? { [%eval 1.65] } 10... Qc6?! { [%eval 2.33] } 11. d3?! { [%eval 1.75] } 11... Be6 { [%eval 1.67] } 12. Ne5 { [%eval 1.64] } 12... Qc5? { [%eval 4.08] } 13. d4 { [%eval 4.17] } 13... Qb6 { [%eval 4.54] } 14. Be3? { [%eval 2.5] } 14... Qxb2 { [%eval 2.6] } 15. Rb1?? { [%eval -2.2] } 15... Qxc3 { [%eval -2.03] } 16. Rxb7 { [%eval -2.17] } 16... O-O { [%eval -2.05] } 17. d5?! { [%eval -2.58] } 17... Rd8?? { [%eval 1.47] } 18. Bd2?! { [%eval 0.86] } 18... Qc5?! { [%eval 1.82] } 19. dxe6 { [%eval 1.74] } 19... fxe6?? { [%eval 4.9] } 20. Qf3?? { [%eval 1.32] } 20... Bf6 { [%eval 1.89] } 21. Nd3? { [%eval -0.46] } 21... Qxc2 { [%eval -0.51] } 22. Rb2?? { [%eval -4.6] } 22... Bxb2 { [%eval -4.58] } 23. Nxb2 { [%eval -4.93] } 23... Qxb2 { [%eval -4.32] } 24. Qxa8?! { [%eval -4.88] } 24... Qxd2 { [%eval -4.81] } 25. Kf1 { [%eval -5.29] } 25... Qd3+ { [%eval -5.31] } 26. Re2?? { [%eval -11.71] } 26... Qb1+ { [%eval -11.61] } 27. Re1 { [%eval -11.31] } 27... Qb5+ { [%eval -11.33] } 28. Kg1 { [%eval -11.14] } 28... Qb4?? { [%eval -4.7] } 29. Kf1?? { [%eval -11.18] } 29... Qb5+ { [%eval -10.98] } 30. Kg1 { [%eval -10.65] } 30... e5?? { [%eval -3.8] } 31. Qe4 { [%eval -4.28] } 31... Nd7 { [%eval -3.98] } 32. a4 { [%eval -4.2] } 32... Qa5 { [%eval -3.74] } 33. h3 { [%eval -4.2] } 33... Nf6 { [%eval -3.81] } 34. Qe3?! { [%eval -4.62] } 34... e4 { [%eval -4.65] } 35. Qb3+ { [%eval -4.66] } 35... Rd5 { [%eval -4.71] } 36. Rd1 { [%eval -4.67] } 36... Kf8 { [%eval -4.51] } 37. Qb8+ { [%eval -4.54] } 37... Ne8 { [%eval -4.31] } 38. Rxd5 { [%eval -4.35] } 38... Qxd5 { [%eval -4.15] } 39. Qxa7 { [%eval -3.93] } 39... c5 { [%eval -4.02] } 40. a5 { [%eval -3.86] } 40... e3? { [%eval -2.64] } 41. fxe3 { [%eval -2.73] } 41... Qd1+?! { [%eval -2.12] } 42. Kh2? { [%eval -4.17] } 42... Qd6+ { [%eval -3.85] } 43. Kh1 { [%eval -4.24] } 43... Nc7? { [%eval -2.84] } 44. Qb8+ { [%eval -2.65] } 44... Kf7 { [%eval -2.27] } 45. a6 { [%eval -1.57] } 45... Ke7?! { [%eval -0.75] } 46. a7 { [%eval -0.28] } 46... Qc6 { [%eval -0.18] } 47. Qc8 { [%eval -0.19] } 47... Kd6 { [%eval -0.25] } 48. Qf8+ { [%eval 0.0] } 48... Kd5 { [%eval -0.05] } 49. Qb8?! { [%eval -0.84] } 49... c4 { [%eval -0.77] } 50. Qxc7 { [%eval -0.78] } 50... Qxc7 { [%eval -0.64] } 51. a8=Q+ { [%eval -0.64] } 51... Kd6 { [%eval -0.7] } 52. e4?! { [%eval -1.23] } 52... c3 { [%eval -0.79] } 53. Qd5+ { [%eval -0.64] } 53... Ke7 { [%eval -0.46] } 54. Qg8? { [%eval -2.43] } 54... Qe5 { [%eval -2.46] } 55. Qc8 { [%eval -2.62] } 55... Kf6?! { [%eval -1.93] } 56. Qd8+ { [%eval -1.68] } 56... Qe7? { [%eval 0.0] } 57. e5+ { [%eval 0.0] } 57... Ke6 { [%eval 0.0] } 58. Qd3? { [%eval -2.48] } 58... Qc5 { [%eval -2.43] } 59. Qc2?! { [%eval -3.3] } 59... Qxe5? { [%eval -2.26] } 60. Kg1?! { [%eval -3.2] } 60... Qe1+ { [%eval -3.06] } 61. Kh2 { [%eval -3.08] } 61... Qd2 { [%eval -3.06] } 62. Qe4+ { [%eval -3.05] } 62... Kd6 { [%eval -3.05] } 63. Qb4+ { [%eval -3.05] } 63... Ke5 { [%eval -2.87] } 64. Qe7+ { [%eval -2.97] } 64... Kd4 { [%eval -2.87] } 65. Qxg7+ { [%eval -2.8] } 65... Ke4 { [%eval -2.47] } 66. Qxh7+ { [%eval -2.65] } 66... Kf4 { [%eval -2.3] } 67. Qh6+ { [%eval -2.65] } 67... Ke4 { [%eval -2.58] } 68. Qg6+ { [%eval -2.58] } 68... Ke3 { [%eval -2.51] } 69. Qg3+ { [%eval -2.41] } 69... Ke2 { [%eval -2.34] } 70. Qf3+ { [%eval -2.25] } 70... Ke1 { [%eval -2.13] } 71. Qe4+ { [%eval -2.0] } 71... Kf1 { [%eval -1.79] } 72. Qf3+ { [%eval -1.63] } 72... Qf2? { [%eval 0.0] } 73. Qxc3?? { [%eval #-1] } 73... Qxg2# 0-1
 Blitz ,plumbus,japphan,1-0,2016.06.30,22:00:39,1641,1670,12,-12,A84,Dutch Defense: Normal Variation,300+0,Normal,1. d4 f5 2. c4 Nf6 3. Bf4 e6 4. e3 Be7 5. Nc3 c6 6. Nf3 O-O 7. Bd3 d5 8. c5 b6 9. b4 bxc5 10. bxc5 Ba6 11. Bxa6 Nxa6 12. O-O Qa5 13. Ne2 Rab8 14. Bxb8 Rxb8 15. Ng3 Nb4 16. Ne5 Qa6 17. Nh5 Ng4 18. h3 Nxe5 19. dxe5 Nd3 20. Rb1 Rxb1 21. Qxb1 Nxe5 22. Qb8+ Kf7 23. Qxe5 Bf6 24. Nxf6 gxf6 25. Qc7+ Kg6 26. Rb1 f4 27. Rb7 Qxa2 28. Qxh7+ Kg5 29. Rg7# 1-0
 Blitz tournament ,gattababu,hotspring,1-0,2016.06.30,22:00:39,1865,1632,5,-5,D05,Colle System: Traditional Colle,180+0,Normal,1. d4 Nf6 2. e3 e6 3. Bd3 d5 4. c3 c5 5. Nf3 Be7 6. Nbd2 h6 7. O-O cxd4 8. exd4 O-O 9. Re1 b6 10. Qe2 Re8 11. h3 Ba6 12. Bxa6 Nxa6 13. Qxa6 1-0
 Bullet ,Slobinator,elcordobes,1-0,2016.06.30,22:00:39,1912,1636,4,-4,A43,Franco-Benoni Defense,60+2,Normal,1. e4 e6 2. d4 c5 3. d5 e5 4. c4 d6 5. Nc3 f5 6. Bd3 f4 7. f3 Nd7 8. Nge2 a6 9. a3 Ndf6 10. b4 b6 11. bxc5 bxc5 12. Rb1 Bd7 13. O-O Ne7 14. g3 fxg3 15. Nxg3 Ng6 16. f4 exf4 17. Bxf4 Nxf4 18. Rxf4 Be7 19. Qe1 O-O 20. e5 dxe5 21. Qxe5 Ng4 22. Rxf8+ Bxf8 23. Qh5 g6 24. Bxg6 hxg6 25. Qxg6+ Bg7 26. Nh5 Qf6 27. Nxf6+ Nxf6 28. Rf1 Rf8 29. Ne4 Be8 30. Nxf6+ Rxf6 31. Rxf6 Bxg6 32. Rxg6 Kh7 33. Rxa6 Bd4+ 34. Kg2 Kg7 35. Kf3 Kf7 36. Ke4 Ke7 37. Re6+ Kd7 38. Rg6 Bb2 39. a4 Bd4 40. a5 1-0
 Bullet ,win1soon,jenchiegrave,0-1,2016.06.30,22:00:39,1724,1618,-13,14,B30,Sicilian Defense: Old Sicilian,60+2,Normal,1. e4 c5 2. Nf3 Nc6 3. d3 d6 4. g3 Bg4 5. Bg2 Nd4 6. Nbd2 g6 7. c3 Nxf3+ 8. Nxf3 Bg7 9. Qa4+ Qd7 10. O-O Qxa4 11. b3 Qd7 12. Bb2 Bxf3 13. Bxf3 e5 14. Rad1 Ne7 15. Bg2 O-O 16. Ba3 b6 17. Bb2 Nc6 18. Rfe1 a5 19. Bc1 b5 20. Bg5 f6 21. Bc1 b4 22. d4 cxd4 23. cxd4 Nxd4 24. Be3 f5 25. Bxd4 exd4 26. exf5 Rxf5 27. Bxa8 Re5 28. Rf1 Qg4 29. Bg2 d5 30. h3 Qd7 31. Rxd4 Re2 32. Bf3 Rxa2 33. Bxd5+ Kh8 34. Rfd1 Qf5 35. Bg2 Qxf2+ 36. Kh1 Qxg2# 0-1
 Bullet ,Vinvin,jibgir2,1-0,2016.06.30,22:00:40,2107,2129,9,-12,B02,Alekhine Defense,60+0,Time forfeit,1. e4 Nf6 2. Nc3 d6 3. Nce2 g6 4. d3 Bg7 5. Nf3 O-O 6. Nc3 e6 7. Be2 Nbd7 8. O-O Qe7 9. Bg5 h6 10. Bh4 g5 11. Bg3 e5 12. d4 a6 13. Re1 b5 14. Nd5 Nxd5 15. exd5 e4 16. Bd3 f5 17. Nd2 Bxd4 18. Nxe4 fxe4 19. Bxe4 Qf6 20. Re2 Bxb2 21. Rb1 Bc3 22. Qd3 Nc5 23. Qe3 Nxe4 24. Qxe4 Bf5 25. Qf3 Bg6 26. Qxf6 Rxf6 27. Rb3 b4 28. Rb1 Raf8 29. Rd1 a5 30. h3 a4 31. Bh2 a3 32. Bg3 Bf7 33. Bh2 Kg7 34. Bg3 Rf5 35. Rd3 Rxd5 36. Rxd5 Bxd5 37. Re7+ Rf7 38. Re3 Rf6 39. Kh2 c6 40. Rd3 Kg6 41. Rf3 Rxf3 42. h4 g4 43. h5+ Kxh5 44. gxf3 Kg5 45. fxg4 Kxg4 46. Kg1 Kg5 47. Bf4+ Kf6 48. Bd2 Ke6 49. Bxc3 bxc3 50. Kh2 c5 51. Kg3 1-0
 Blitz ,petisolancero,Morozov_Vadim,1-0,2016.06.30,22:00:41,2153,2159,11,-11,C05,"French Defense: Tarrasch Variation, Pawn Center Variation",180+0,Normal,1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. e5 Nfd7 5. f4 c5 6. Ngf3 Nc6 7. c4 cxd4 8. cxd5 exd5 9. Bd3 Nb4 10. Bb1 d3 11. Nb3 Nc5 12. Be3 Ne4 13. Bxd3 Nxd3+ 14. Qxd3 Bb4+ 15. Nbd2 O-O 16. O-O Nxd2 17. Bxd2 Bxd2 18. Nxd2 Qb6+ 19. Kh1 Qxb2 20. Rae1 Bd7 21. f5 Bb5 22. Qe3 Bxf1 23. Nxf1 Qxa2 24. f6 Qc2 25. fxg7 Rfe8 26. Ng3 Qg6 27. Qf4 Re6 28. h4 Rae8 29. h5 Qxg7 30. Nf5 Qxe5 31. Rxe5 Rxe5 32. Qg4+ Kh8 33. Qg7# 1-0
 Classical ,ChuckBTaylor,taborluna,0-1,2016.06.30,22:00:40,1564,1679,-7,7,A22,"English Opening: King's English Variation, Two Knights Variation",900+5,Normal,1. c4 e5 2. Nc3 Nf6 3. e3 a6 4. d4 e4 5. a3 c6 6. b4 d5 7. c5 b5 8. cxb6 Qxb6 9. Bb2 Nbd7 10. Nge2 Be7 11. Nf4 Bd6 12. Na4 Qd8 13. Nc5 Nxc5 14. bxc5 Bxf4 15. exf4 O-O 16. h3 Qa5+ 17. Qd2 Qxd2+ 18. Kxd2 Rb8 19. Rb1 h6 20. a4 Rb4 21. a5 Re8 22. Be2 Rb8 23. Rhe1 Ra8 24. g4 Rd8 25. Bd1 Re8 26. Ba4 Bd7 27. Ke2 Rab8 28. Kf1 Rb4 29. Bd1 Reb8 30. Be2 Bc8 31. f3 Rxb2 32. Rxb2 Rxb2 33. fxe4 Nxe4 34. f5 Kf8 35. Bd3 Ng5 36. h4 Nf3 37. Rd1 Nh2+ 38. Kg1 Nxg4 39. Rb1 Rxb1+ 40. Bxb1 Nf6 41. Bd3 Bb7 42. Kf2 Ke7 43. Kg3 Nd7 44. Kf4 f6 45. h5 Nf8 46. Bf1 Nh7 47. Kg4 Ng5 48. Bg2 Kf7 49. Kf4 Bc8 50. Bh1 Kf8 51. Kg4 Nf7 52. Bg2 Nd8 53. Bf1 Ke7 54. Be2 Kd7 55. Bf1 Kc7 56. Be2 Kb7 57. Bf1 Ka7 58. Kf3 Nb7 59. Ke3 Nxa5 60. Kd3 Nc4 61. Kc3 Ne3 62. Bh3 Bxf5 63. Bxf5 Nxf5 64. Kb4 Ng3 65. Kc3 Nxh5 0-1
 Bullet ,Microda,gipsy_man,0-1,2016.06.30,22:00:43,1789,1829,-9,9,C00,French Defense: La Bourdonnais Variation,60+0,Time forfeit,1. e4 e6 2. f4 Be7 3. Nf3 d6 4. d4 Bd7 5. c4 Bh4+ 6. g3 Be7 7. Nc3 h6 8. e5 Nf6 9. exf6 Bxf6 10. Bg2 O-O 11. O-O Bc6 12. Re1 Bd7 13. b3 Nc6 14. Bb2 e5 15. d5 Nd4 16. Nxe5 dxe5 17. fxe5 Nxb3 18. axb3 Be7 19. Qd4 Bc5 20. Qxc5 b6 21. Qe3 Bf5 22. e6 fxe6 23. dxe6 Re8 24. Bxa8 Qf6 25. Qe5 Qxe5 26. Nd5 Qxb2 0-1
 Classical ,ch3cooh,brexit-success,1-0,2016.06.30,22:00:43,1534,1069,1,-6,C00,French Defense #2,600+0,Normal,1. e4 e6 2. Bc4 Qg5 3. Nf3 Qxg2 4. Rg1 Qh3 5. Ng5 Nf6 6. Nxh3 Nxe4 7. Ng5 Nxg5 8. Rxg5 f6 9. Rg3 Bd6 10. Rxg7 Bxh2 11. Qh5+ Kf8 12. Qf7# 1-0
 Blitz ,Pierangelo,Nougatin,0-1,2016.06.30,22:00:43,1380,1286,-14,14,C22,Center Game: Normal Variation,300+3,Normal,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 0-1
 Bullet tournament ,king-Masinissa,volpi2007,1-0,2016.06.30,22:00:36,2040,1447,1,-1,B10,Caro-Kann Defense: Two Knights Attack,60+0,Time forfeit,1. e4 { [%eval 0.26] } 1... c6 { [%eval 0.48] } 2. Nc3 { [%eval 0.35] } 2... d5 { [%eval 0.34] } 3. Nf3 { [%eval 0.33] } 3... d4 { [%eval 0.64] } 4. Ne2 { [%eval 0.75] } 4... e5 { [%eval 0.57] } 5. d3?! { [%eval -0.12] } 5... Bd6 { [%eval -0.17] } 6. Ng3 { [%eval -0.1] } 6... Nf6 { [%eval -0.17] } 7. Be2 { [%eval -0.22] } 7... O-O { [%eval -0.12] } 8. O-O { [%eval -0.22] } 8... Bg4? { [%eval 1.1] } 9. c3?! { [%eval 0.34] } 9... Bxf3 { [%eval 0.46] } 10. Bxf3 { [%eval 0.46] } 10... Nbd7 { [%eval 0.47] } 11. Re1 { [%eval 0.23] } 11... c5 { [%eval 0.46] } 12. a3 { [%eval 0.24] } 12... Nb6 { [%eval 0.48] } 13. a4 { [%eval 0.43] } 13... c4? { [%eval 1.76] } 14. cxd4 { [%eval 1.52] } 14... cxd3 { [%eval 1.53] } 15. Qxd3 { [%eval 1.55] } 15... Qe7? { [%eval 3.22] } 16. Bg5? { [%eval 2.0] } 16... h6?! { [%eval 2.99] } 17. Nf5 { [%eval 3.23] } 17... Qd8 { [%eval 3.06] } 18. Bxf6? { [%eval 1.55] } 18... Qxf6 { [%eval 1.59] } 19. Rad1?! { [%eval 1.05] } 19... Rad8 { [%eval 1.08] } 20. dxe5 { [%eval 0.72] } 20... Bxe5 { [%eval 0.68] } 21. Qb5 { [%eval 0.6] } 21... Rxd1?! { [%eval 1.3] } 22. Rxd1 { [%eval 1.29] } 22... Bxb2 { [%eval 1.32] } 23. Ne7+? { [%eval -0.06] } 1-0
 Blitz ,papopapirus,Giacomix,1-0,2016.06.30,22:00:43,1920,1954,12,-10,A00,Polish Opening: Outflank Variation,300+0,Time forfeit,1. b4 c6 2. Bb2 e6 3. e3 Nf6 4. a3 d5 5. g4 h6 6. h3 a6 7. d3 b5 8. Nd2 c5 9. c3 a5 10. Ngf3 Bd6 11. Nb3 Nbd7 12. Nxa5 Qb6 13. Rg1 g5 14. Nb3 Bb7 15. Bg2 c4 16. dxc4 dxc4 17. Nbd4 Nd5 18. Nd2 O-O 19. h4 f5 20. hxg5 hxg5 21. Nxe6 Rfe8 22. gxf5 Ne5 23. Bf1 Nf7 24. Qh5 Ne7 25. f6 Bf4 26. Nxf4 Qxf6 27. Bh3 Nf5 28. Bxf5 Qxf5 29. Qg6+ Qxg6 30. Nxg6 Kg7 31. Nh4 Kf6 32. Nhf3 Rh8 33. O-O-O Rad8 34. Nd4 Ba6 35. Ne4+ Ke5 36. Nc5 Bc8 37. Nc6+ Kf6 38. Nxd8 Nxd8 39. Rd6+ Ke5 40. Rg6 Rh5 41. R6xg5+ Rxg5 42. Rxg5+ Kf6 43. Rg8 Ke7 44. Rg7+ Kf8 45. Rc7 Bf5 46. Kd1 1-0
 Blitz ,nino-grn12,koje,1-0,2016.06.30,22:00:44,2015,2004,10,-10,B01,Scandinavian Defense,180+0,Normal,1. e4 d5 2. Nc3 dxe4 3. Nxe4 Nc6 4. Nf3 a6 5. d4 Bf5 6. Ng3 Bg6 7. Nh4 e6 8. Nxg6 hxg6 9. Be3 Qb8 10. Qd2 Qd8 11. c3 Nf6 12. Bd3 Qd7 13. h3 O-O-O 14. O-O-O Kb8 15. Kb1 Nd5 16. Bc2 Nxe3 17. fxe3 Bd6 18. Ne4 Be7 19. g4 f5 20. Nf2 Bg5 21. Qe2 Qe7 22. e4 Rhe8 23. e5 Qf7 24. Rhf1 Bh4 25. Ne4 Be7 26. gxf5 gxf5 27. Qg2 Qh5 28. Ng3 Qg5 29. Qf3 Rh8 30. Rh1 Bf8 31. Rdg1 Qh4 32. Nf1 Ne7 33. Ne3 g5 34. Nc4 Nd5 35. a3 f4 36. Rg4 Qh6 37. Ka2 b5 38. Na5 Re8 39. Bb3 Rd8 40. Nc6+ Kc8 41. Nxd8 Kxd8 42. Bxd5 exd5 43. Qxd5+ Kc8 44. e6 Be7 45. Qd7+ Kb7 46. Qxe7 1-0
 Classical ,Trajanoandrade,Luisphotosmadrid,0-1,2016.06.30,22:00:44,2039,1829,-28,18,B24,Sicilian Defense: Closed,480+0,Time forfeit,1. e4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 e5 5. Nge2 Bg7 6. d3 Nf6 7. O-O O-O 8. h3 d6 9. Bg5 Qb6 10. Rb1 Be6 11. a3 c4 12. Kh2 Qc7 13. f4 a6 14. f5 h6 15. Bxf6 Bxf6 16. fxe6 fxe6 17. Ng1 Nd4 18. Qg4 Kh7 19. Nf3 h5 20. Ng5+ Kh6 21. Nxe6 Qe7 22. Qd1 Qxe6 23. Nd5 Bh4 24. gxh4 Rad8 25. c3 Nc6 26. Qd2+ Kg7 27. dxc4 Na5 28. Qg5 Nxc4 29. Rxf8 Rxf8 30. Rf1 Rxf1 31. Bxf1 Nxb2 32. Qd8 Nd1 33. Bc4 Nf2 34. Qc7+ Kf8 35. Nb6 Qxh3+ 36. Kg1 Qg3+ 37. Kf1 Qh3+ 38. Kxf2 Qh2+ 39. Ke3 Qg3+ 40. Kd2 Qf2+ 41. Be2 Qf4+ 42. Kc2 Qxe4+ 43. Bd3 Qa4+ 44. Kd2 Qf4+ 45. Kc2 Qf2+ 46. Kb3 Qf3 47. Qxd6+ Kg7 48. Bc4 Qf6 49. Qd7+ Kh6 50. Nd5 Qb6+ 51. Nxb6 e4 52. Qe6 e3 53. Qxe3+ g5 0-1
 Blitz ,OsvyChess,cvalimir,0-1,2016.06.30,22:00:45,1660,1707,-8,9,B08,"Pirc Defense: Classical Variation, Quiet System, Czech Defense",300+3,Normal,1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 c6 6. O-O O-O 7. h3 b5 8. a3 a6 9. Be3 Qc7 10. Qd2 Nbd7 11. Rad1 c5 12. d5 b4 13. axb4 cxb4 14. Nb1 Nxe4 15. Qd3 Nec5 16. Bxc5 Nxc5 17. Qc4 a5 18. b3 Ba6 0-1
 Blitz ,Hrasnica70,jiprok,1-0,2016.06.30,22:00:51,2089,2040,9,-9,B01,"Scandinavian Defense: Modern Variation, Gipslis Variation",240+0,Normal,1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 4. d4 Bg4 5. Be2 e6 6. a3 c5 7. c3 Nc6 8. dxc5 Bxc5 9. O-O O-O 10. h3 Bh5 11. Bg5 Qd7 12. b4 Bd6 13. c4 Nde7 14. c5 Rad8 15. cxd6 f6 16. dxe7 Qxe7 17. Bxf6 Qxf6 18. Nbd2 Bxf3 19. Bxf3 Qc3 20. Ra2 Rd6 21. Ne4 Rxd1 22. Nxc3 Rxf1+ 23. Kxf1 Rd8 24. Bxc6 bxc6 25. Ke2 Kf7 26. Rd2 Rd5 27. Nxd5 1-0
 Bullet ,Unvergesslich,nfedorak,1-0,2016.06.30,22:00:45,2079,1970,9,-8,A43,Old Benoni Defense,120+1,Normal,1. d4 c5 2. Nf3 cxd4 3. Nxd4 d6 4. g3 Nf6 5. c4 g6 6. Bg2 Bg7 7. Nc3 O-O 8. O-O a6 9. Bg5 Qc7 10. b3 Nc6 11. Nxc6 bxc6 12. Qd2 Re8 13. Bh6 Bh8 14. e4 Ng4 15. Bf4 Bb7 16. h3 Nf6 17. Rfe1 Qa5 18. e5 dxe5 19. Bxe5 Rad8 20. Qb2 Rd3 21. Ne4 Red8 22. Nxf6+ Bxf6 23. Bxf6 exf6 24. Qxf6 Qc3 25. Qxc3 Rxc3 26. Rad1 Rxd1 27. Rxd1 Rc2 28. Rd7 Rxa2 29. Rxb7 c5 30. Bd5 Rb2 31. Rxf7 Kh8 32. g4 Rxb3 33. g5 Rxh3 34. Rf8+ Kg7 35. Rg8# 1-0
 Classical ,Kerfest,Lek0r,1-0,2016.06.30,22:00:37,1452,1384,13,-13,B01,Scandinavian Defense,3600+0,Time forfeit,1. e4 { [%eval 0.22] } 1... d5 { [%eval 0.5] } 2. f3?! { [%eval -0.48] } 2... e5 { [%eval -0.44] } 3. exd5 { [%eval -0.36] } 3... Qxd5 { [%eval -0.32] } 4. Nc3 { [%eval -0.37] } 4... Qc5 { [%eval -0.13] } 5. d3 { [%eval -0.46] } 5... Bf5 { [%eval -0.4] } 6. Bg5 { [%eval -0.78] } 6... h6 { [%eval -0.73] } 7. Bh4 { [%eval -0.78] } 7... g5? { [%eval 0.27] } 8. Bf2 { [%eval 0.34] } 8... Qc6 { [%eval 0.5] } 9. g4?! { [%eval 0.0] } 9... Bg6 { [%eval 0.17] } 10. d4 { [%eval 0.09] } 10... Na6?? { [%eval 6.58] } 11. a3?? { [%eval 0.18] } 11... O-O-O { [%eval 0.11] } 12. Bg2? { [%eval -2.37] } 12... Qb6? { [%eval -1.22] } 13. Nge2 { [%eval -1.25] } 13... Qxb2?! { [%eval -0.71] } 14. Qc1? { [%eval -2.05] } 14... Qb6? { [%eval 0.53] } 15. dxe5 { [%eval 0.26] } 15... Bc5 { [%eval 0.3] } 16. Bxc5?! { [%eval -0.64] } 16... Qxc5 { [%eval -0.84] } 17. Ne4? { [%eval -2.67] } 17... Qxe5? { [%eval -1.44] } 18. O-O { [%eval -1.42] } 18... Bxe4 { [%eval -1.16] } 19. fxe4 { [%eval -0.93] } 19... f6 { [%eval -0.7] } 20. Rf5 { [%eval -0.74] } 20... Qd6 { [%eval -0.26] } 21. h3? { [%eval -1.46] } 21... Ne7 { [%eval -1.38] } 22. Rf1 { [%eval -1.6] } 22... Qc5+ { [%eval -1.51] } 23. Rf2 { [%eval -1.52] } 23... Rhf8 { [%eval -1.6] } 24. Qb2?! { [%eval -2.27] } 24... Rd2 { [%eval -2.11] } 25. Re1 { [%eval -2.47] } 25... Rxc2 { [%eval -2.2] } 26. Qb1?! { [%eval -2.87] } 26... Rd8? { [%eval -0.7] } 27. e5 { [%eval -0.96] } 27... b6?! { [%eval 0.0] } 28. exf6 { [%eval 0.0] } 28... Ng6 { [%eval 0.0] } 29. Be4 { [%eval 0.0] } 29... Nf4 { [%eval 0.0] } 30. Qxc2? { [%eval -2.02] } 30... Qxa3?? { [%eval 10.48] } 1-0
 Bullet ,Itseyce,t_b,1-0,2016.06.30,22:00:47,1479,1557,13,-13,A10,English Opening,60+0,Normal,1. c4 h5 2. Nc3 h4 3. d3 h3 4. Nxh3 d6 5. e3 Nc6 6. Be2 Bxh3 7. O-O Bd7 8. a3 e6 9. b4 Qh4 10. h3 e5 11. Bg4 Bxg4 12. Qxg4 Qe7 13. Nd5 Qd8 14. f4 Nge7 15. fxe5 Nxd5 16. cxd5 Ne7 17. Bb2 Ng6 18. e6 f6 19. Qxg6+ Ke7 20. Qf7# 1-0
 Classical ,avkydin,ox_brilliant,0-1,2016.06.30,22:00:47,1628,1534,-14,14,B01,Scandinavian Defense,1200+0,Time forfeit,1. e4 d5 2. d3 dxe4 3. f3 exf3 4. Nxf3 Bg4 5. Be2 Qd5 6. c4 Qc6 7. Ne5 Qxg2 8. Rf1 Be6 9. Qa4+ c6 10. Bf3 Qxh2 11. c5 Qxe5+ 12. Qe4 Qxc5 13. Be3 Qa5+ 14. b4 Qb5 15. Nc3 Qf5 16. b5 Nf6 17. Qxf5 Bxf5 18. bxc6 bxc6 19. Bxc6+ Nxc6 20. Rxf5 e6 21. Rf3 g6 22. Nb5 Nd5 23. Rc1 Rc8 24. Bc5 Ncb4 25. Nd6+ Bxd6 26. Bxd6 Rxc1+ 27. Kd2 Rc2+ 28. Kd1 Nc3+ 29. Ke1 Re2+ 30. Kf1 Nbxa2 0-1
 Bullet ,Drobos,yenduri,0-1,2016.06.30,22:00:47,1546,1501,-13,12,B54,Sicilian Defense,120+1,Time forfeit,1. e4 c5 2. Nf3 d6 3. d4 a6 4. dxc5 e6 5. cxd6 Bxd6 6. e5 Be7 7. Be3 Nc6 8. Nc3 Qa5 9. Bd3 Bc5 10. O-O Bxe3 11. fxe3 Nxe5 12. Nxe5 Qxe5 13. e4 Nf6 14. Na4 O-O 15. Nb6 Rb8 16. Qf3 Qxb2 17. Rab1 Qxa2 18. e5 Nd5 19. Nxd5 Qxd5 20. Qh5 g6 21. Qh6 b5 22. Rf3 Bb7 23. Rbf1 Qxe5 24. h4 Bxf3 25. Rxf3 Qe1+ 26. Kh2 Qe5+ 27. Kg1 Qg7 28. Qg5 Ra8 29. h5 f6 30. Qg4 f5 31. Qg3 g5 32. Qd6 Qf7 33. c4 Rfe8 34. cxb5 axb5 35. Bxb5 Re7 36. Bc4 Rae8 37. Qe5 Qg7 38. Qxf5 Kh8 39. Qg4 h6 40. Re3 Qa1+ 41. Kh2 Qf6 42. Qf3 Qxf3 43. gxf3 Kg7 44. Kg3 Kf6 45. Kg4 e5 46. Kg3 Rc8 0-1
